ERR4968705_bin_27	ERR4836918_bin_11	30	'Protein-Lysine-Aminocarbinol_c', 'THZ-P_c', 'DCDP_c', 'DCTP_c', 'GLC-1-P_c', 'L-aspartyl-tRNAAsn_c', 'Protein-Arginine-Aminocarbinol_c', 'L-glutamyl-tRNAGln_c', 'CPD-21527_c', 'CPD-12258_c', '3-Hydroxy-Terminated-DNAs_c', '5-METHYLTHIOADENOSINE_c', 'XANTHINE_c', 'CPD-597_c', 'PROPIONATE_c', 'CHOLATE_c', 'DUMP_c', 'Protein-Cysteine-Hemithioacetal_c', 'Oxidized-ferredoxins_c', 'ALL-TRANS-HEPTAPRENYL-DIPHOSPHATE_c', 'FRUCTOSE-16-DIPHOSPHATE_c', 'NIACINE_c', 'Sulfur-Carrier-Proteins-ThiI_c', 'CPD-15435_c', 'D-SEDOHEPTULOSE-1-7-P2_c', 'THIAMINE_c', 'CPD-15189_c', 'GLYCERATE_c', 'CPD-26024_c', 'Deoxy-Ribonucleoside-Triphosphates_c'
ERR4836957_bin_34	ERR4836918_bin_11	22	'Protein-Lysine-Aminocarbinol_c', 'MANNOSE-1P_c', 'GLY-tRNAs_c', 'Protein-Arginine-Aminocarbinol_c', 'TRP-tRNAs_c', 'ASP-tRNAs_c', 'L-glutamyl-tRNAGln_c', 'CPD-12247_c', 'CPD-21527_c', '3-Hydroxy-Terminated-DNAs_c', 'DUMP_c', 'Protein-Cysteine-Hemithioacetal_c', 'ALL-TRANS-HEPTAPRENYL-DIPHOSPHATE_c', 'TYR-tRNAs_c', 'FRUCTOSE-16-DIPHOSPHATE_c', 'NIACINE_c', 'ALA-tRNAs_c', 'CPD-15435_c', 'D-SEDOHEPTULOSE-1-7-P2_c', 'THIAMINE_c', '2-PG_c', 'CPD-12258_c'
ERR4304504bin_79	ERR4836918_bin_11	24	'Protein-Lysine-Aminocarbinol_c', 'FRU1P_c', 'GLY-tRNAs_c', 'DCTP_c', 'Deoxy-Ribonucleoside-Triphosphates_c', 'Protein-Arginine-Aminocarbinol_c', 'L-glutamyl-tRNAGln_c', 'CPD-21527_c', '3-Hydroxy-Terminated-DNAs_c', 'CPD-597_c', 'D-ALTRONATE_c', 'DUMP_c', 'Protein-Cysteine-Hemithioacetal_c', 'LACTALD_c', 'Oxidized-ferredoxins_c', 'ALL-TRANS-HEPTAPRENYL-DIPHOSPHATE_c', 'FRUCTOSE-16-DIPHOSPHATE_c', 'ALA-tRNAs_c', 'Sulfur-Carrier-Proteins-ThiI_c', 'CPD-15435_c', 'N-acetyl-D-mannosamine_c', 'THIAMINE_c', 'CPD-26024_c', 'CPD-12258_c'
ERR4304454bin_62	ERR4836918_bin_11	30	'DCDP_c', 'GLY-tRNAs_c', 'DCTP_c', 'GLC-1-P_c', 'L-CYSTATHIONINE_c', 'TRP-tRNAs_c', 'ASP-tRNAs_c', 'CPD-12247_c', 'CPD-21527_c', 'CPD-12258_c', '3-Hydroxy-Terminated-DNAs_c', '5-METHYLTHIOADENOSINE_c', 'HS_c', 'D-ALTRONATE_c', 'DUMP_c', 'Protein-Cysteine-Hemithioacetal_c', 'ADIPATE_c', 'LACTALD_c', 'Oxidized-ferredoxins_c', 'TYR-tRNAs_c', 'Protein-Ox-Disulfides_c', 'NIACINE_c', 'FRUCTOSE-16-DIPHOSPHATE_c', 'ALA-tRNAs_c', 'Sulfur-Carrier-Proteins-ThiI_c', 'CPD-15435_c', 'THIAMINE_c', '2-PG_c', 'CPD-26024_c', 'Deoxy-Ribonucleoside-Triphosphates_c'
ERR4836908_bin_42	ERR4836918_bin_11	8	'Sulfur-Carrier-Proteins-ThiI_c', 'DUMP_c', 'L-glutamyl-tRNAGln_c', 'LACTALD_c', 'Oxidized-ferredoxins_c', 'DCTP_c', 'XANTHINE_c', 'Deoxy-Ribonucleoside-Triphosphates_c'
ERR4969151_bin_81	ERR4836918_bin_11	31	'Protein-Lysine-Aminocarbinol_c', 'DCDP_c', 'GLY-tRNAs_c', 'DCTP_c', 'ETOH_c', 'GLC-1-P_c', 'Red-Glutaredoxins_c', 'Protein-Arginine-Aminocarbinol_c', 'L-glutamyl-tRNAGln_c', 'CPD-12247_c', 'CPD-21527_c', 'CPD-12258_c', 'Protein-Histidines_c', '3-Hydroxy-Terminated-DNAs_c', '5-METHYLTHIOADENOSINE_c', 'XANTHINE_c', 'HS_c', 'CPD-597_c', 'DUMP_c', 'Protein-Cysteine-Hemithioacetal_c', 'Oxidized-ferredoxins_c', 'ALL-TRANS-HEPTAPRENYL-DIPHOSPHATE_c', 'FRUCTOSE-16-DIPHOSPHATE_c', 'NIACINE_c', 'ALA-tRNAs_c', 'Sulfur-Carrier-Proteins-ThiI_c', 'CPD-15435_c', 'D-SEDOHEPTULOSE-1-7-P2_c', 'THIAMINE_c', 'CPD-26024_c', 'Deoxy-Ribonucleoside-Triphosphates_c'
ERR4969053_bin_83	ERR4836918_bin_11	26	'Protein-Lysine-Aminocarbinol_c', 'DCDP_c', 'DCTP_c', 'ETOH_c', 'L-aspartyl-tRNAAsn_c', 'LYS-tRNAs_c', 'Red-Glutaredoxins_c', 'Protein-Arginine-Aminocarbinol_c', 'L-glutamyl-tRNAGln_c', 'CPD-21527_c', '3-Hydroxy-Terminated-DNAs_c', 'D-ALTRONATE_c', 'DUMP_c', 'Protein-Cysteine-Hemithioacetal_c', 'CPD0-181_c', 'Oxidized-ferredoxins_c', 'GLUTATHIONE_c', 'ALL-TRANS-HEPTAPRENYL-DIPHOSPHATE_c', 'FRUCTOSE-16-DIPHOSPHATE_c', 'L-PANTOATE_c', 'Sulfur-Carrier-Proteins-ThiI_c', 'CPD-15435_c', 'D-SEDOHEPTULOSE-1-7-P2_c', 'THIAMINE_c', 'CPD-26024_c', 'Deoxy-Ribonucleoside-Triphosphates_c'
ERR4304451bin_12	ERR4836918_bin_11	35	'Protein-Lysine-Aminocarbinol_c', 'THZ-P_c', 'FRU1P_c', 'MANNOSE-1P_c', 'DCDP_c', 'DCTP_c', 'ETOH_c', 'GLC-1-P_c', 'Red-Glutaredoxins_c', 'Protein-Arginine-Aminocarbinol_c', 'L-glutamyl-tRNAGln_c', 'CPD-21527_c', '3-Hydroxy-Terminated-DNAs_c', '5-METHYLTHIOADENOSINE_c', 'XANTHINE_c', 'HS_c', 'CHOLATE_c', 'DUMP_c', 'Protein-Cysteine-Hemithioacetal_c', 'LACTALD_c', 'Oxidized-ferredoxins_c', 'GLUTATHIONE_c', 'ALL-TRANS-HEPTAPRENYL-DIPHOSPHATE_c', 'Protein-Ox-Disulfides_c', 'NIACINE_c', 'FRUCTOSE-16-DIPHOSPHATE_c', 'Sulfur-Carrier-Proteins-ThiI_c', 'CPD-15435_c', 'N-acetyl-D-mannosamine_c', 'D-SEDOHEPTULOSE-1-7-P2_c', 'THIAMINE_c', '2-PG_c', 'CPD-15189_c', 'CPD-26024_c', 'Deoxy-Ribonucleoside-Triphosphates_c'
ERR4968711_bin_9	ERR4836918_bin_11	21	'DCDP_c', 'GLC-1-P_c', 'L-aspartyl-tRNAAsn_c', 'TRP-tRNAs_c', 'ASP-tRNAs_c', 'L-glutamyl-tRNAGln_c', '3-Hydroxy-Terminated-DNAs_c', '5-METHYLTHIOADENOSINE_c', 'XANTHINE_c', 'CPD-597_c', 'DUMP_c', 'LACTALD_c', 'Oxidized-ferredoxins_c', 'TYR-tRNAs_c', 'FRUCTOSE-16-DIPHOSPHATE_c', 'L-PANTOATE_c', 'ALA-tRNAs_c', 'Sulfur-Carrier-Proteins-ThiI_c', 'CPD-15435_c', 'D-SEDOHEPTULOSE-1-7-P2_c', 'CPD-26024_c'
ERR4836959_bin_41	ERR4836918_bin_11	35	'Protein-Lysine-Aminocarbinol_c', 'FRU1P_c', 'DCDP_c', 'DCTP_c', 'ETOH_c', 'GLC-1-P_c', 'L-aspartyl-tRNAAsn_c', 'Ribonucleoside-Diphosphates_c', 'L-CYSTATHIONINE_c', 'Red-Glutaredoxins_c', 'Protein-Arginine-Aminocarbinol_c', 'CPD0-2354_c', 'L-glutamyl-tRNAGln_c', 'CPD-21527_c', 'CPD-12258_c', '3-Hydroxy-Terminated-DNAs_c', '5-METHYLTHIOADENOSINE_c', 'XANTHINE_c', 'LEU_c', 'HS_c', 'PROPIONATE_c', 'DUMP_c', 'Protein-Cysteine-Hemithioacetal_c', 'LACTALD_c', 'Oxidized-ferredoxins_c', 'SELENATE_c', 'ALL-TRANS-HEPTAPRENYL-DIPHOSPHATE_c', 'GLUTATHIONE_c', 'FRUCTOSE-16-DIPHOSPHATE_c', 'NIACINE_c', 'Sulfur-Carrier-Proteins-ThiI_c', 'CPD-15435_c', 'THIAMINE_c', 'CPD-26024_c', 'Deoxy-Ribonucleoside-Triphosphates_c'
