mag_id	mag_name
ERR7167041_bin_23	cmag_790
ERR7167041_bin_33	cmag_791
ERR7167042_bin_4	cmag_792
ERR7167043_bin_17	cmag_793
ERR7167044_bin_8	cmag_794
ERR7167046_bin_20	cmag_795
ERR7167046_bin_3	cmag_796
ERR7167046_bin_6	cmag_797
ERR7167047_bin_17	cmag_798
ERR7167047_bin_8	cmag_799
ERR7167048_bin_28	cmag_800
ERR7167048_bin_34	cmag_801
ERR7167048_bin_40	cmag_802
ERR7167050_bin_2	cmag_803
ERR7167052_bin_10	cmag_804
ERR7167052_bin_12	cmag_805
ERR7167053_bin_31	cmag_806
ERR7167053_bin_9	cmag_807
ERR7167059_bin_11	cmag_808
ERR7167059_bin_12	cmag_809
ERR7167062_bin_12	cmag_810
ERR7167062_bin_36	cmag_811
ERR7167062_bin_47	cmag_812
ERR7167062_bin_49	cmag_813
ERR7167063_bin_17	cmag_814
ERR7167063_bin_29	cmag_815
ERR7167063_bin_30	cmag_816
ERR7167063_bin_32	cmag_817
ERR7167064_bin_1	cmag_818
ERR7167064_bin_22	cmag_819
ERR7167064_bin_37	cmag_820
ERR7167064_bin_48	cmag_821
ERR7167219_bin_12	cmag_822
ERR7167219_bin_2	cmag_823
ERR7167219_bin_28	cmag_824
ERR7167219_bin_7	cmag_825
