mag_id	domain	phylum	class	order	family	genus	species
cmag_718	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	UBA5446	UBA5446 sp004553625
cmag_719	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinifilaceae	Odoribacter	Odoribacter splanchnicus
cmag_720	Bacteria	Firmicutes_A	Clostridia_A	Christensenellales	Borkfalkiaceae	UBA11940	
cmag_721	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	Gemmiger	
cmag_722	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	Fournierella	
cmag_723	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Anaerotignaceae	Anaerotignum	
cmag_724	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Acutalibacteraceae	Hydrogeniiclostridium	
cmag_725	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	Dysosmobacter	
cmag_726	Bacteria	Firmicutes_A	Clostridia	TANB77	CAG-508	CAG-273	
cmag_727	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Butyricicoccaceae		
cmag_728	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	UBA1405	UBA1405 sp002305685
cmag_729	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	Anaerotruncus	
cmag_730	Bacteria	Firmicutes	Bacilli	RF39	UBA660	UMGS1217	
cmag_731	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Lachnoclostridium_A	
cmag_732	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Clostridium_Q	
cmag_733	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Rikenella	
cmag_734	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae		
cmag_735	Bacteria	Firmicutes_A	Clostridia	TANB77	CAG-508	CAG-793	
cmag_736	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Bilophila	
cmag_737	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Blautia	
cmag_738	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Anaerotignaceae	An114	An114 sp002161055
cmag_739	Bacteria	Firmicutes_A	Clostridia_A	Christensenellales	Borkfalkiaceae	UMGS1004	
cmag_740	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	Angelakisella	Angelakisella massiliensis
cmag_741	Bacteria	Firmicutes	Bacilli	RF39	UBA660	HGM10766	
cmag_742	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Anaerosacchariphilus	Anaerosacchariphilus sp002160825
cmag_743	Bacteria	Firmicutes_A	Clostridia_A	Christensenellales	Borkfalkiaceae	Borkfalkia	Borkfalkia sp003343765
cmag_744	Bacteria	Firmicutes_A	Clostridia	TANB77	CAG-465		
cmag_745	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	Anaerofilum	
cmag_746	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Blautia	
cmag_747	Bacteria	Proteobacteria	Alphaproteobacteria	Rs-D84	Rs-D84	Rs-D84	Rs-D84 sp900546185
cmag_748	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	UBA9475	UBA9475 sp002161675
cmag_749	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	Intestinimonas	Intestinimonas timonensis
cmag_750	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	UMGS1370	
cmag_751	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	Rubneribacter	Rubneribacter badeniensis
cmag_752	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Mediterraneibacter	
cmag_753	Bacteria	Firmicutes_A	Clostridia	TANB77	CAG-508	CAG-452	
cmag_754	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	Ruthenibacterium	Ruthenibacterium sp002315015
cmag_755	Bacteria	Cyanobacteria	Vampirovibrionia	Gastranaerophilales	Gastranaerophilaceae	CAG-306	CAG-306 sp000980375
cmag_756	Bacteria	Firmicutes	Bacilli	RF39	UBA660	CAG-877	
cmag_757	Bacteria	Firmicutes_A	Clostridia	TANB77	CAG-508		
cmag_758	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Butyricicoccaceae	Butyricicoccus	
cmag_759	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Acutalibacteraceae	UMGS403	UMGS403 sp900541565
cmag_760	Bacteria	Firmicutes_A	Clostridia	TANB77	CAG-508	HGM13634	
cmag_761	Bacteria	Firmicutes	Bacilli	RF39	UBA660	CAG-460	CAG-460 sp900751815
cmag_762	Bacteria	Firmicutes	Bacilli	RF39	UBA660	CAG-460	
cmag_763	Bacteria	Firmicutes	Bacilli	RFN20	CAG-631	CAG-631	CAG-631 sp000433015
cmag_764	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus_E	Enterococcus_E cecorum
cmag_765	Bacteria	Firmicutes	Bacilli	RF39	UBA660	HGM10818	
cmag_766	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae		
cmag_767	Bacteria	Firmicutes_A	Clostridia_A	Christensenellales	UBA1242	UBA5893	
cmag_768	Bacteria	Verrucomicrobiota	Lentisphaeria	Victivallales	Victivallaceae	Victivallis	Victivallis vadensis
cmag_769	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	UBA5446	UBA5446 sp900544295
cmag_770	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Acutalibacteraceae	Acutalibacter	
cmag_771	Bacteria	Firmicutes_A	Clostridia_A	Christensenellales	CAG-74	HGM11588	HGM11588 sp900754755
cmag_772	Bacteria	Firmicutes_A	Clostridia	UBA1212	UBA1255	UMGS1537	UMGS1537 sp900543695
cmag_773	Bacteria	Firmicutes_A	Clostridia_A	Christensenellales	HGM11417	HGM11417	
cmag_774	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	CAG-272	UMGS874	
cmag_775	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	CAG-274		
cmag_776	Bacteria	Firmicutes_A	Clostridia	TANB77	CAG-508	CAG-354	
cmag_777	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Blautia_A	
cmag_778	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Anaerostipes	
cmag_779	Bacteria	Firmicutes	Bacilli	RF39	UBA660	CAG-460	
cmag_780	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes putredinis
cmag_781	Bacteria	Firmicutes	Bacilli	RF39	UBA660	CAG-594	
cmag_782	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus crispatus
cmag_783	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Acutalibacteraceae	Hydrogeniiclostridium	Hydrogeniiclostridium sp002160025
cmag_784	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	Gemmiger	Gemmiger sp900548355
cmag_785	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	UBA1409	UBA1409 sp002338885
cmag_786	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	CAG-274		
cmag_787	Bacteria	Firmicutes_A	Clostridia_A	Christensenellales	UBA1242	UBA11517	
cmag_788	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	An92	
cmag_789	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Lachnoclostridium_A	Lachnoclostridium_A sp002160755
cmag_790	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	Flavonifractor	
cmag_791	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Blautia	Blautia sp002161285
cmag_792	Bacteria	Firmicutes_A	Clostridia	TANB77	CAG-508	CAG-793	
cmag_793	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Butyricicoccaceae	Agathobaculum	
cmag_794	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Butyricicoccaceae	Butyricicoccus	
cmag_795	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Roseburia	
cmag_796	Bacteria	Firmicutes_A	Clostridia	TANB77	CAG-508	CAG-269	
cmag_797	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Mediterraneibacter	
cmag_798	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	Gemmiger	
cmag_799	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	UBA1375	
cmag_800	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus gallolyticus
cmag_801	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Blautia_A	
cmag_802	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Blautia_A	Blautia_A sp002159835
cmag_803	Bacteria	Firmicutes_A	Clostridia_A	Christensenellales	Borkfalkiaceae	UMGS1004	
cmag_804	Bacteria	Firmicutes_A	Clostridia	TANB77	CAG-508	CAG-269	
cmag_805	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	Fournierella	Fournierella massiliensis
cmag_806	Bacteria	Firmicutes_A	Clostridia_A	Christensenellales	Borkfalkiaceae	UMGS1004	UMGS1004 sp003343805
cmag_807	Bacteria	Firmicutes_A	Clostridia_A	Christensenellales	UBA1242	UBA11517	
cmag_808	Bacteria	Firmicutes_A	Clostridia_A	Christensenellales	UBA1242	UBA11517	
cmag_809	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Mediterraneibacter	
cmag_810	Bacteria	Firmicutes_A	Clostridia	TANB77	CAG-508	CAG-245	
cmag_811	Bacteria	Firmicutes_A	Clostridia_A	Christensenellales	UBA1242	UBA11517	
cmag_812	Bacteria	Firmicutes_A	Clostridia	TANB77	CAG-508	CAG-354	
cmag_813	Bacteria	Firmicutes_A	Clostridia_A	Christensenellales	Borkfalkiaceae	UBA11940	
cmag_814	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Anaerotignaceae	An114	
cmag_815	Bacteria	Proteobacteria	Alphaproteobacteria	RF32	CAG-239	CAG-495	CAG-495 sp001917125
cmag_816	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Butyricicoccaceae	Butyricicoccus	
cmag_817	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	UBA1409	
cmag_818	Bacteria	Firmicutes	Bacilli	RF39	UBA660	UMGS1217	
cmag_819	Bacteria	Firmicutes	Bacilli	RF39	UBA660	CAG-594	
cmag_820	Bacteria	Firmicutes_A	Clostridia	TANB77	CAG-508	CAG-269	
cmag_821	Bacteria	Firmicutes	Bacilli	RF39	UBA660	UMGS2016	
cmag_822	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Acutalibacteraceae		
cmag_823	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae		
cmag_824	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae		
cmag_825	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Mediterraneibacter	
