mag_id	domain	phylum	class	order	family	genus	species
cmag_001	Bacteria	Cyanobacteria	Vampirovibrionia	Gastranaerophilales	RUG14156		
cmag_002	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	Negativibacillus	Negativibacillus sp900547455
cmag_003	Bacteria	Firmicutes_A	Clostridia	TANB77	CAG-508	UMGS1781	
cmag_004	Bacteria	Firmicutes	Bacilli	RF39	UBA660	HGM10873	
cmag_005	Bacteria	Firmicutes_A	Clostridia_A	Christensenellales	UBA1242	UMGS2069	UMGS2069 sp900557695
cmag_006	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Butyricicoccaceae	Agathobaculum	
cmag_007	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae		
cmag_008	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	UBA932	CAG-831	
cmag_009	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Acutalibacteraceae	UBA1417	UBA1417 sp900552925
cmag_010	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Anaerotignaceae	ASF356	
cmag_011	Bacteria	Firmicutes	Bacilli	RF39	UBA660	CAG-451	
cmag_012	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	CAG-274		
cmag_013	Bacteria	Firmicutes	Bacilli	RF39	UBA660	CAG-594	
cmag_014	Bacteria	Firmicutes_A	Clostridia_A	Christensenellales	UBA1242	UBA4626	
cmag_015	Bacteria	Firmicutes_A	Clostridia_A	Christensenellales	UBA1242		
cmag_016	Bacteria	Firmicutes_A	Clostridia	TANB77	CAG-508	CAG-269	
cmag_017	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides uniformis
cmag_018	Bacteria	Firmicutes_A	Clostridia	TANB77	CAG-465	CAG-465	
cmag_019	Bacteria	Firmicutes_A	Clostridia_A	Christensenellales	CAG-314	CAG-1435	CAG-1435 sp000433775
cmag_020	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	Faecalibacterium	Faecalibacterium sp002160915
cmag_021	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus_E	
cmag_022	Bacteria	Firmicutes_A	Clostridia	TANB77	CAG-508	CAG-273	
cmag_023	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Butyricicoccaceae	Butyricicoccus	Butyricicoccus pullicaecorum
cmag_024	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Mediterraneibacter	Mediterraneibacter sp900751785
cmag_025	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Proteus	Proteus mirabilis
cmag_026	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus_D	Enterococcus_D gallinarum
cmag_027	Bacteria	Firmicutes_A	Clostridia_A	Christensenellales	CAG-314	CAG-314	CAG-314 sp000437915
cmag_028	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes sp900021155
cmag_029	Bacteria	Firmicutes_A	Clostridia_A	Christensenellales	UBA1242	UMGS687	
cmag_030	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	CAG-110	CAG-110 sp900546915
cmag_031	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	UBA1375	
cmag_032	Bacteria	Firmicutes_A	Clostridia	Clostridiales	Clostridiaceae	Dwaynesavagella	Dwaynesavagella sp001655775
cmag_033	Bacteria	Firmicutes_A	Clostridia	TANB77	CAG-508	CAG-269	
cmag_034	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	Intestinimonas	
cmag_035	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Mediterraneibacter	
cmag_036	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Lachnoclostridium_A	
cmag_037	Bacteria	Firmicutes_A	Clostridia_A	Christensenellales	Borkfalkiaceae	Borkfalkia	
cmag_038	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	Lawsonibacter	Lawsonibacter sp900545895
cmag_039	Bacteria	Firmicutes_A	Clostridia	Monoglobales_A	UBA1381	12844	
cmag_040	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Acutalibacteraceae		
cmag_041	Bacteria	Firmicutes_A	Clostridia_A	Christensenellales	DTU072	CAG-1782	
cmag_042	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	CAG-110	
cmag_043	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	Lawsonibacter	
cmag_044	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	
cmag_045	Bacteria	Firmicutes_C	Negativicutes	Selenomonadales	Selenomonadaceae	Megamonas	Megamonas funiformis
cmag_046	Bacteria	Cyanobacteria	Vampirovibrionia	Gastranaerophilales	Gastranaerophilaceae		
cmag_047	Bacteria	Firmicutes_A	Clostridia_A	Christensenellales	DTU072		
cmag_048	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Acutalibacteraceae	Acutalibacter	
cmag_049	Bacteria	Firmicutes_A	Clostridia_A	Christensenellales	Borkfalkiaceae	UMGS1004	UMGS1004 sp900761685
cmag_050	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Mediterraneibacter	
cmag_051	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Limosilactobacillus	
cmag_052	Bacteria	Firmicutes_A	Clostridia_A	Christensenellales	UBA1242	UBA11517	
cmag_053	Bacteria	Cyanobacteria	Vampirovibrionia	Gastranaerophilales	RUG14156		
cmag_054	Bacteria	Firmicutes_A	Clostridia	TANB77	CAG-508	UMGS1781	
cmag_055	Bacteria	Firmicutes_A	Clostridia_A	Christensenellales	UBA1242	UBA11517	
cmag_056	Bacteria	Firmicutes	Bacilli	RF39	UBA660	UMGS2016	
cmag_057	Bacteria	Firmicutes	Bacilli	ML615J-28	CAG-313	CAG-313	CAG-313 sp900539265
cmag_058	Bacteria	Firmicutes_A	Clostridia_A	Christensenellales	CAG-552	UMGS1880	
cmag_059	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Acutalibacteraceae		
cmag_060	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Acutalibacteraceae	UMGS403	UMGS403 sp900541975
cmag_061	Bacteria	Firmicutes_A	Clostridia	TANB77	CAG-508	CAG-269	
cmag_062	Bacteria	Cyanobacteria	Vampirovibrionia	Gastranaerophilales	RUG14156		
cmag_063	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Lachnoclostridium_B	Lachnoclostridium_B phocaeensis
cmag_064	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	UMGS1370	
cmag_065	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Blautia	
cmag_066	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Mediterraneibacter	Mediterraneibacter sp900555215
cmag_067	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes_A	Alistipes_A ihumii
cmag_068	Bacteria	Firmicutes	Bacilli	RF39	UBA660	UMGS1217	
cmag_069	Bacteria	Firmicutes	Bacilli	RF39	UBA660	CAG-776	CAG-776 sp900758895
cmag_070	Bacteria	Firmicutes	Bacilli	RF39	UBA660	HGM10873	
cmag_071	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	UMGS1370	
cmag_072	Bacteria	Firmicutes_A	Clostridia	TANB77	CAG-508	CAG-269	
cmag_073	Bacteria	Verrucomicrobiota	Lentisphaeria	Victivallales	UBA1829	UBA1829	UBA1829 sp002338895
cmag_074	Bacteria	Firmicutes_A	Clostridia_A	Christensenellales	UBA3700	CABKMX01	
cmag_075	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae		
cmag_076	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Mediterraneibacter	
cmag_077	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinifilaceae	Butyricimonas	Butyricimonas paravirosa
cmag_078	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae		
cmag_079	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	Dysosmobacter	
cmag_080	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Lachnoclostridium_A	
cmag_081	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Acutalibacteraceae	Anaeromassilibacillus	Anaeromassilibacillus sp002159845
cmag_082	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Butyricicoccaceae	Agathobaculum	Agathobaculum sp900555465
cmag_083	Bacteria	Cyanobacteria	Vampirovibrionia	Gastranaerophilales	RUG14156		
cmag_084	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Acutalibacteraceae	An172	An172 sp002160515
cmag_085	Bacteria	Firmicutes_A	Clostridia_A	Christensenellales	UBA1242	UBA4626	
cmag_086	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	CAG-274		
cmag_087	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	Flavonifractor	Flavonifractor plautii
cmag_088	Bacteria	Firmicutes_A	Clostridia	Peptostreptococcales	Peptostreptococcaceae	Romboutsia	
cmag_089	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	Ruthenibacterium	
cmag_090	Bacteria	Firmicutes	Bacilli	RF39	UBA660	HGM10873	
cmag_091	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Acutalibacteraceae	Eubacterium_R	Eubacterium_R sp900539845
cmag_092	Bacteria	Firmicutes_A	Clostridia_A	Christensenellales	Borkfalkiaceae	Borkfalkia	
cmag_093	Bacteria	Firmicutes_A	Clostridia	TANB77	CAG-508	CAG-269	
cmag_094	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Anaerobutyricum	Anaerobutyricum sp900016875
cmag_095	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	UBA1390		
cmag_096	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Acutalibacteraceae	Acutalibacter	Acutalibacter sp900543555
cmag_097	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae		
cmag_098	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	GCA-900066135	
cmag_099	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Anaerosacchariphilus	
cmag_100	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Merdibacter	Merdibacter sp900543035
cmag_101	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Mediterraneibacter	Mediterraneibacter sp002314255
cmag_102	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	UBA7182	UBA7182 sp002160135
cmag_103	Bacteria	Firmicutes_A	Clostridia_A	Christensenellales	UBA1242	UBA11517	
cmag_104	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes finegoldii
cmag_105	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Acetatifactor	
cmag_106	Bacteria	Firmicutes	Bacilli	RF39	UBA660	CAG-451	
cmag_107	Bacteria	Firmicutes_A	Clostridia_A	Christensenellales	UBA1242	UBA4626	
cmag_108	Bacteria	Firmicutes_A	Clostridia_A	Christensenellales	UBA3700	CABKMX01	
cmag_109	Bacteria	Firmicutes	Bacilli	RF39	UBA660	RUG13868	
cmag_110	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	
cmag_111	Bacteria	Firmicutes_A	Clostridia_A	Christensenellales	CAG-138	UBA5394	UBA5394 sp003150565
cmag_112	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	CHKCI001	
cmag_113	Bacteria	Cyanobacteria	Vampirovibrionia	Gastranaerophilales	Gastranaerophilaceae		
cmag_114	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	UBA932	RC9	
cmag_115	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	992a	
cmag_116	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Acutalibacteraceae	HGM12814	
cmag_117	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Barnesiellaceae	Barnesiella	Barnesiella viscericola
cmag_118	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	UBA644		
cmag_119	Bacteria	Firmicutes_A	Clostridia	TANB77	CAG-508	CAG-269	
cmag_120	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Sellimonas	Sellimonas sp002161525
cmag_121	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	UMGS966	UMGS966 sp900547185
cmag_122	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	CHKCI001	
cmag_123	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Lachnoclostridium_B	Lachnoclostridium_B sp002160985
cmag_124	Bacteria	Firmicutes_A	Clostridia_A	Christensenellales	UBA1242	UBA11517	
cmag_125	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Acutalibacteraceae		
cmag_126	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	GCA-900066135	
cmag_127	Bacteria	Firmicutes_A	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium cuniculi
cmag_128	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Ruminococcus_G	
cmag_129	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Blautia_A	
cmag_130	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Mediterraneibacter	
cmag_131	Bacteria	Firmicutes	Bacilli	RF39	UBA660	HGM10818	
cmag_132	Bacteria	Firmicutes_A	Clostridia	TANB77	CAG-465		
cmag_133	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus alactolyticus
cmag_134	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae		
cmag_135	Bacteria	Cyanobacteria	Vampirovibrionia	Gastranaerophilales	RUG14156		
cmag_136	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Ligilactobacillus	Ligilactobacillus salivarius
cmag_137	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	RUG12045	
cmag_138	Bacteria	Firmicutes_A	Clostridia	Monoglobales_A	UBA1381	12844	
cmag_139	Bacteria	Cyanobacteria	Vampirovibrionia	Gastranaerophilales	Gastranaerophilaceae	QAMI01	QAMI01 sp900554095
cmag_140	Bacteria	Firmicutes_A	Clostridia_A	Christensenellales	Borkfalkiaceae	UMGS1004	UMGS1004 sp900548845
cmag_141	Bacteria	Firmicutes_A	Clostridia_A	Christensenellales	UBA1242	UBA11517	UBA11517 sp900557645
cmag_142	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	D5	
cmag_143	Bacteria	Firmicutes_A	Clostridia	Peptostreptococcales	Anaerovoracaceae	CAG-145	CAG-145 sp900542565
cmag_144	Bacteria	Firmicutes_A	Clostridia_A	Christensenellales	UBA1242	UBA11517	
cmag_145	Bacteria	Firmicutes_A	Clostridia_A	Christensenellales	CAG-552	UMGS1880	
cmag_146	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Limosilactobacillus	
cmag_147	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Blautia	
cmag_148	Bacteria	Firmicutes_A	Clostridia_A	Christensenellales	Borkfalkiaceae	UMGS1004	
cmag_149	Bacteria	Firmicutes	Bacilli	RF39	UBA660	CAG-451	
cmag_150	Bacteria	Firmicutes	Bacilli	RF39	UBA660	CAG-451	
cmag_151	Bacteria	Firmicutes_A	Clostridia	TANB77	CAG-508		
cmag_152	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Acutalibacteraceae		
cmag_153	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Blautia_A	
cmag_154	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	
cmag_155	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Rikenella	Rikenella massiliensis
cmag_156	Bacteria	Firmicutes_A	Clostridia_A	Christensenellales	UBA1750	UBA7102	UBA7102 sp900760085
cmag_157	Bacteria	Firmicutes	Bacilli	RF39	UBA660	CAG-776	
cmag_158	Bacteria	Firmicutes_A	Clostridia	TANB77	CAG-508	CAG-269	
cmag_159	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Enterocloster	
cmag_160	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Eubacterium_I	
cmag_161	Bacteria	Firmicutes_A	Clostridia_A	Christensenellales	Borkfalkiaceae		
cmag_162	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Blautia_A	
cmag_163	Bacteria	Firmicutes_A	Clostridia_A	Christensenellales	UBA1242	UBA11517	
cmag_164	Bacteria	Firmicutes	Bacilli	RF39	UBA660	CAG-460	
cmag_165	Bacteria	Firmicutes_A	Clostridia	TANB77	CAG-465	CAG-465	
cmag_166	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	UBA1375	UBA1375 sp002305795
cmag_167	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae
cmag_168	Bacteria	Firmicutes_A	Clostridia	Monoglobales_A	UBA1381	UBA4716	
cmag_169	Bacteria	Firmicutes	Bacilli	RF39	UBA660	UMGS1217	
cmag_170	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	An181	An181 sp002160325
cmag_171	Bacteria	Firmicutes_A	Clostridia	TANB77	CAG-508		
cmag_172	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	Ruminococcus_D	Ruminococcus_D sp900752625
cmag_173	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	CHKCI001	
cmag_174	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Limosilactobacillus	
cmag_175	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	UMGS1370	
cmag_176	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	Dysosmobacter	Dysosmobacter sp900556925
cmag_177	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	Gemmiger	
cmag_178	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	Gemmiger	
cmag_179	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	NSJ-54	
cmag_180	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Merdibacter	Merdibacter sp900754715
cmag_181	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Acutalibacteraceae	Acutalibacter	Acutalibacter sp000435395
cmag_182	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	UBA866	
cmag_183	Bacteria	Firmicutes_A	Clostridia	TANB77	CAG-508		
cmag_184	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Acutalibacteraceae		
cmag_185	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae		
cmag_186	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Blautia_A	
cmag_187	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae		
cmag_188	Bacteria	Firmicutes_A	Clostridia_A	Christensenellales	UBA1242	UBA4626	
cmag_189	Bacteria	Firmicutes	Bacilli	RF39	UBA660		
cmag_190	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	UBA5446	UBA5446 sp900544765
cmag_191	Bacteria	Firmicutes_A	Clostridia	TANB77	CAG-508	CAG-269	
cmag_192	Bacteria	Firmicutes	Bacilli	RF39	UBA660	UMGS2016	
cmag_193	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	CAG-272	RUG14240	
cmag_194	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	CAG-382	UCG-010	
cmag_195	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	BX7	JAAYBB01	
cmag_196	Bacteria	Cyanobacteria	Vampirovibrionia	Gastranaerophilales	RUG14156		
cmag_197	Bacteria	Deferribacterota	Deferribacteres	Deferribacterales	Mucispirillaceae	Mucispirillum	
cmag_198	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Acetatifactor	
cmag_199	Bacteria	Firmicutes	Bacilli	RF39	UBA660	CAG-451	
cmag_200	Bacteria	Firmicutes_A	Clostridia_A	Christensenellales	CAG-138	UMGS946	UMGS946 sp900544965
cmag_201	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Acutalibacteraceae		
cmag_202	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Fusicatenibacter	
cmag_203	Bacteria	Firmicutes_A	Clostridia_A	Christensenellales	CAG-74	OEMS01	
cmag_204	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	UBA5446	
cmag_205	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	CAG-272	QALR01	
cmag_206	Bacteria	Proteobacteria	Alphaproteobacteria	RF32	CAG-239	CAG-495	
cmag_207	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Anaerobutyricum	
cmag_208	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Butyricicoccaceae	SCN-57-10	
cmag_209	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	QAMM01	QAMM01 sp900552945
cmag_210	Bacteria	Firmicutes_A	Clostridia	TANB77	CAG-508		
cmag_211	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	UBA9502	
cmag_212	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	Dysosmobacter	
cmag_213	Bacteria	Firmicutes_A	Clostridia	TANB77	CAG-465	CAG-465	
cmag_214	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	UBA866	
cmag_215	Bacteria	Firmicutes_A	Clostridia_A	Christensenellales	UBA1242	UBA4626	
cmag_216	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Mailhella	Mailhella sp900541395
cmag_217	Bacteria	Firmicutes	Bacilli	RF39	UBA660	CAG-451	
cmag_218	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Eisenbergiella	Eisenbergiella sp003343625
cmag_219	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Mediterraneibacter	
cmag_220	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Mailhella	
cmag_221	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae		
cmag_222	Bacteria	Firmicutes_A	Clostridia_A	Christensenellales	Borkfalkiaceae	UBA11940	
cmag_223	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Coprobacteraceae		
cmag_224	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Anaerotignaceae	UMGS1670	
cmag_225	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Duodenibacillus	
cmag_226	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Acutalibacteraceae	UMGS1591	
cmag_227	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Merdimonas	Merdimonas faecis
cmag_228	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Blautia	Blautia sp900765525
cmag_229	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospira	
cmag_230	Bacteria	Firmicutes	Bacilli	RF39	UBA660	CAG-877	
cmag_231	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Limosilactobacillus	Limosilactobacillus reuteri_E
cmag_232	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Acutalibacteraceae	UMGS1591	UMGS1591 sp900553255
cmag_233	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Anaerotignaceae	UMGS1670	
cmag_234	Bacteria	Firmicutes_A	Clostridia	TANB77	CAG-508	CAG-269	
cmag_235	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Anaerobutyricum	Anaerobutyricum sp002161065
cmag_236	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae		
cmag_237	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	UBA1448	
cmag_238	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Anaerostipes	
cmag_239	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae		
cmag_240	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Acutalibacteraceae	Eubacterium_R	Eubacterium_R sp000431535
cmag_241	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Anaerotignaceae	UBA8514	
cmag_242	Bacteria	Firmicutes_A	Clostridia	TANB77	CAG-508	CAG-793	
cmag_243	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	
cmag_244	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	CAG-312	CAG-312	CAG-312 sp001917305
cmag_245	Bacteria	Firmicutes_C	Negativicutes	Acidaminococcales	Acidaminococcaceae	Phascolarctobacterium	Phascolarctobacterium sp000436095
cmag_246	Bacteria	Firmicutes_A	Clostridia_A	Christensenellales	Borkfalkiaceae	Borkfalkia	
cmag_247	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	Gemmiger	
cmag_248	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides merdae
cmag_249	Bacteria	Firmicutes	Bacilli	RF39	UBA660	CAG-451	
cmag_250	Bacteria	Firmicutes_A	Clostridia_A	Christensenellales	CAG-138	UBA1685	
cmag_251	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Bilophila	
cmag_252	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Parasutterella	Parasutterella excrementihominis
cmag_253	Bacteria	Firmicutes_C	Negativicutes	Veillonellales	Megasphaeraceae	Megasphaera	Megasphaera elsdenii
cmag_254	Bacteria	Verrucomicrobiota	Lentisphaeria	Victivallales	Victivallaceae	Victivallis	Victivallis sp002998355
cmag_255	Bacteria	Verrucomicrobiota	Lentisphaeria	Victivallales	Victivallaceae	UMGS1518	
cmag_256	Bacteria	Firmicutes_A	Clostridia_A	Christensenellales	Borkfalkiaceae	UBA11940	UBA11940 sp900549005
cmag_257	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Bilophila	Bilophila sp900550745
cmag_258	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Acutalibacteraceae	Hydrogeniiclostridium	
cmag_259	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae		
