MAG	Function	sampling_time	enterotype	mean_value
ERR4303138bin.28	B06	21	standard	14.904136110016731
ERR4303138bin.28	B06	35	distinct	7.57923691154802
ERR4303138bin.28	B06	35	standard	20.98650119658064
ERR4303138bin.28	D01	7	distinct	0
ERR4303138bin.28	D01	7	standard	0
ERR4303138bin.28	D01	21	distinct	0
ERR4303138bin.28	D01	21	standard	0
ERR4303138bin.28	D01	35	distinct	0
ERR4303138bin.28	D01	35	standard	0
ERR4303138bin.28	D06	7	distinct	0.06585254079628852
ERR4303138bin.28	D06	7	standard	0.11072157749730145
ERR4303138bin.28	D06	21	distinct	6.281690325202004
ERR4303138bin.28	D06	21	standard	4.531159849684343
ERR4303138bin.28	D06	35	distinct	1.8936230304451431
ERR4303138bin.28	D06	35	standard	6.147380052170794
ERR4303138bin.37	B03	7	distinct	0
ERR4303138bin.37	B03	7	standard	0
ERR4303138bin.37	B03	21	distinct	0
ERR4303138bin.37	B03	21	standard	0
ERR4303138bin.37	B03	35	distinct	0
ERR4303138bin.37	B03	35	standard	0
ERR4303138bin.37	B06	7	distinct	0.2986159446108622
ERR4303138bin.37	B06	7	standard	0.1533996005117989
ERR4303138bin.37	B06	21	distinct	0
ERR4303138bin.37	B06	21	standard	0
ERR4303138bin.37	B06	35	distinct	7.8731758493820685
ERR4303138bin.37	B06	35	standard	0.26922876636029447
ERR4303138bin.37	D01	7	distinct	0
ERR4303138bin.37	D01	7	standard	0
ERR4303138bin.37	D01	21	distinct	0
ERR4303138bin.37	D01	21	standard	0
ERR4303138bin.37	D01	35	distinct	0.3371198347567935
ERR4303138bin.37	D01	35	standard	0
ERR4303138bin.37	D06	7	distinct	0.011973189235688823
ERR4303138bin.37	D06	7	standard	0
ERR4303138bin.37	D06	21	distinct	0
ERR4303138bin.37	D06	21	standard	0
ERR4303138bin.37	D06	35	distinct	0.22521090889400122
ERR4303138bin.37	D06	35	standard	0.0037544101507150044
ERR4303139bin.27	B03	7	distinct	19.215286014523485
ERR4303139bin.27	B03	7	standard	29.001766753477185
ERR4303139bin.27	B03	21	distinct	3.582583014074401
ERR4303139bin.27	B03	21	standard	12.033562865518407
ERR4303139bin.27	B03	35	distinct	2.4352052039554772
ERR4303139bin.27	B03	35	standard	9.240123123450687
ERR4303139bin.27	B06	7	distinct	57.256628901391885
ERR4303139bin.27	B06	7	standard	80.98778691972277
ERR4303139bin.27	B06	21	distinct	14.368464876328254
ERR4303139bin.27	B06	21	standard	33.70431870586869
ERR4303139bin.27	B06	35	distinct	8.819001230325247
ERR4303139bin.27	B06	35	standard	27.952175855762622
ERR4303139bin.27	D01	7	distinct	0
ERR4303139bin.27	D01	7	standard	0
ERR4303139bin.27	D01	21	distinct	0
ERR4303139bin.27	D01	21	standard	0
ERR4303139bin.27	D01	35	distinct	0
ERR4303139bin.27	D01	35	standard	0
ERR4303139bin.27	D06	7	distinct	15.85576533587456
ERR4303139bin.27	D06	7	standard	18.736506536912472
ERR4303139bin.27	D06	21	distinct	4.342145915211679
ERR4303139bin.27	D06	21	standard	9.237421121266738
ERR4303139bin.27	D06	35	distinct	2.1675751154665934
ERR4303139bin.27	D06	35	standard	6.876950787216113
ERR4303140bin.1	B03	7	distinct	1.8848756151592319
ERR4303140bin.1	B03	7	standard	2.4393600950578835
ERR4303140bin.1	B03	21	distinct	0.13348903871296455
ERR4303140bin.1	B03	21	standard	0.31661088399750137
ERR4303140bin.1	B03	35	distinct	0.05232644307269979
ERR4303140bin.1	B03	35	standard	0.20542781183427783
ERR4303140bin.1	B06	7	distinct	6.741767772203616
ERR4303140bin.1	B06	7	standard	12.305690550410098
ERR4303140bin.1	B06	21	distinct	0.7941276625593834
ERR4303140bin.1	B06	21	standard	1.085721572389106
ERR4303140bin.1	B06	35	distinct	0.23439377648358126
ERR4303140bin.1	B06	35	standard	0.738730131836368
ERR4303140bin.1	D01	7	distinct	6.310805645719658
ERR4303140bin.1	D01	7	standard	16.44683384934874
ERR4303140bin.1	D01	21	distinct	0.8119603649646515
ERR4303140bin.1	D01	21	standard	1.216070360938516
ERR4303140bin.1	D01	35	distinct	0.17467785613288553
ERR4303140bin.1	D01	35	standard	0.5990823064242023
ERR4303140bin.1	D06	7	distinct	0.36318659393522695
ERR4303140bin.1	D06	7	standard	0.5806700324200412
ERR4303140bin.1	D06	21	distinct	0.009369531493570013
ERR4303140bin.1	D06	21	standard	0.13042538555738772
ERR4303140bin.1	D06	35	distinct	0.004556510395562248
ERR4303140bin.1	D06	35	standard	0.048396369905455795
ERR4303147bin.12	B03	7	distinct	0
ERR4303147bin.12	B03	7	standard	0
ERR4303147bin.12	B03	21	distinct	0
ERR4303147bin.12	B03	21	standard	0
ERR4303147bin.12	B03	35	distinct	0
ERR4303147bin.12	B03	35	standard	0
ERR4303147bin.12	B06	7	distinct	0
ERR4303147bin.12	B06	7	standard	0
ERR4303147bin.12	B06	21	distinct	0
ERR4303147bin.12	B06	21	standard	0
ERR4303147bin.12	B06	35	distinct	0
ERR4303147bin.12	B06	35	standard	0
ERR4303147bin.12	D01	7	distinct	0
ERR4303147bin.12	D01	7	standard	0
ERR4303147bin.12	D01	21	distinct	0
ERR4303147bin.12	D01	21	standard	0
ERR4303147bin.12	D01	35	distinct	0
ERR4303147bin.12	D01	35	standard	0
ERR4303147bin.12	D06	7	distinct	0
ERR4303147bin.12	D06	7	standard	0
ERR4303147bin.12	D06	21	distinct	0
ERR4303147bin.12	D06	21	standard	0
ERR4303147bin.12	D06	35	distinct	0
ERR4303147bin.12	D06	35	standard	0
ERR4303147bin.39	B03	7	distinct	0
ERR4303147bin.39	B03	7	standard	0.028578608385079945
ERR4303147bin.39	B03	21	distinct	0.0657674532142057
ERR4303147bin.39	B03	21	standard	0.6942159694468372
ERR4303147bin.39	B03	35	distinct	0.07486433419498165
ERR4303147bin.39	B03	35	standard	0.26190735698746775
ERR4303147bin.39	B06	7	distinct	0
ERR4303147bin.39	B06	7	standard	0.0011302650917010399
ERR4303147bin.39	B06	21	distinct	0.10454786202860847
ERR4303147bin.39	B06	21	standard	0.6720620000816037
ERR4303147bin.39	B06	35	distinct	0.2674706567258742
ERR4303147bin.39	B06	35	standard	0.18683122081897538
ERR4303147bin.39	D01	7	distinct	0
ERR4303147bin.39	D01	7	standard	0
ERR4303147bin.39	D01	21	distinct	0
ERR4303147bin.39	D01	21	standard	0
ERR4303147bin.39	D01	35	distinct	0
ERR4303147bin.39	D01	35	standard	0
ERR4303147bin.39	D06	7	distinct	0
ERR4303147bin.39	D06	7	standard	0.01265896753641345
ERR4303147bin.39	D06	21	distinct	0.06879551110236833
ERR4303147bin.39	D06	21	standard	0.3509911160021036
ERR4303147bin.39	D06	35	distinct	0.10930859712650479
ERR4303147bin.39	D06	35	standard	0.2386548366875773
ERR4303147bin.44	B03	7	distinct	0
ERR4303147bin.44	B03	7	standard	0
ERR4303147bin.44	B03	21	distinct	0
ERR4303147bin.44	B03	21	standard	0
ERR4303147bin.44	B03	35	distinct	0
ERR4303147bin.44	B03	35	standard	0
ERR4303147bin.44	B06	7	distinct	0
ERR4303147bin.44	B06	7	standard	0
ERR4303147bin.44	B06	21	distinct	0
ERR4303147bin.44	B06	21	standard	0
ERR4303147bin.44	B06	35	distinct	0
ERR4303147bin.44	B06	35	standard	0
ERR4303147bin.44	D01	7	distinct	0
ERR4303147bin.44	D01	7	standard	0
ERR4303147bin.44	D01	21	distinct	0
ERR4303147bin.44	D01	21	standard	0
ERR4303147bin.44	D01	35	distinct	0
ERR4303147bin.44	D01	35	standard	0
ERR4303147bin.44	D06	7	distinct	0
ERR4303147bin.44	D06	7	standard	0
ERR4303147bin.44	D06	21	distinct	0
ERR4303147bin.44	D06	21	standard	0
ERR4303147bin.44	D06	35	distinct	0
ERR4303147bin.44	D06	35	standard	0
ERR4303147bin.48	B03	7	distinct	0
ERR4303147bin.48	B03	7	standard	0
ERR4303147bin.48	B03	21	distinct	0
ERR4303147bin.48	B03	21	standard	0
ERR4303147bin.48	B03	35	distinct	0
ERR4303147bin.48	B03	35	standard	0
ERR4303147bin.48	B06	7	distinct	0
ERR4303147bin.48	B06	7	standard	0
ERR4303147bin.48	B06	21	distinct	0
ERR4303147bin.48	B06	21	standard	0
ERR4303147bin.48	B06	35	distinct	0
ERR4303147bin.48	B06	35	standard	0
ERR4303147bin.48	D01	7	distinct	0
ERR4303147bin.48	D01	7	standard	0
ERR4303147bin.48	D01	21	distinct	0
ERR4303147bin.48	D01	21	standard	0
ERR4303147bin.48	D01	35	distinct	0
ERR4303147bin.48	D01	35	standard	0
ERR4303147bin.48	D06	7	distinct	0
ERR4303147bin.48	D06	7	standard	0
ERR4303147bin.48	D06	21	distinct	0
ERR4303147bin.48	D06	21	standard	0
ERR4303147bin.48	D06	35	distinct	0
ERR4303147bin.48	D06	35	standard	0
ERR4303147bin.52	B03	7	distinct	0
ERR4303147bin.52	B03	7	standard	0
ERR4303147bin.52	B03	21	distinct	0
ERR4303147bin.52	B03	21	standard	0
ERR4303147bin.52	B03	35	distinct	0
ERR4303147bin.52	B03	35	standard	0.013713018473018517
ERR4303147bin.52	B06	7	distinct	0
ERR4303147bin.52	B06	7	standard	0
ERR4303147bin.52	B06	21	distinct	0
ERR4303147bin.52	B06	21	standard	0
ERR4303147bin.52	B06	35	distinct	0
ERR4303147bin.52	B06	35	standard	0.24352411598134913
ERR4303147bin.52	D01	7	distinct	0
ERR4303147bin.52	D01	7	standard	0
ERR4303147bin.52	D01	21	distinct	0
ERR4303147bin.52	D01	21	standard	0
ERR4303147bin.52	D01	35	distinct	0
ERR4303147bin.52	D01	35	standard	0
ERR4303147bin.52	D06	7	distinct	0
ERR4303147bin.52	D06	7	standard	0
ERR4303147bin.52	D06	21	distinct	0
ERR4303147bin.52	D06	21	standard	0
ERR4303147bin.52	D06	35	distinct	0
ERR4303147bin.52	D06	35	standard	0
ERR4303147bin.54	B03	7	distinct	0
ERR4303147bin.54	B03	7	standard	0
ERR4303147bin.54	B03	21	distinct	0
ERR4303147bin.54	B03	21	standard	0
ERR4303147bin.54	B03	35	distinct	0.21532015767960233
ERR4303147bin.54	B03	35	standard	0.35384348434632723
ERR4303147bin.54	B06	7	distinct	0
ERR4303147bin.54	B06	7	standard	0.005533994845613664
ERR4303147bin.54	B06	21	distinct	0.01325627061727609
ERR4303147bin.54	B06	21	standard	0.022810673776730576
ERR4303147bin.54	B06	35	distinct	0.4175635805374315
ERR4303147bin.54	B06	35	standard	0.9308437872187476
ERR4303147bin.54	D01	7	distinct	0
ERR4303147bin.54	D01	7	standard	0
ERR4303147bin.54	D01	21	distinct	0
ERR4303147bin.54	D01	21	standard	0
ERR4303147bin.54	D01	35	distinct	0
ERR4303147bin.54	D01	35	standard	0
ERR4303147bin.54	D06	7	distinct	0
ERR4303147bin.54	D06	7	standard	0
ERR4303147bin.54	D06	21	distinct	0
ERR4303147bin.54	D06	21	standard	0
ERR4303147bin.54	D06	35	distinct	0
ERR4303147bin.54	D06	35	standard	0
ERR4303148bin.1	B03	7	distinct	0.021950846932096174
ERR4303148bin.1	B03	7	standard	0.021231883244949328
ERR4303148bin.1	B03	21	distinct	0.2955950403993586
ERR4303148bin.1	B03	21	standard	0.007312696504799118
ERR4303148bin.1	B03	35	distinct	2.19179412440175
ERR4303148bin.1	B03	35	standard	10.186047255412355
ERR4303148bin.1	B06	7	distinct	0.09156035960714733
ERR4303148bin.1	B06	7	standard	0.45407159244075534
ERR4303148bin.1	B06	21	distinct	4.238912208044415
ERR4303148bin.1	B06	21	standard	0.03641785645149867
ERR4303148bin.1	B06	35	distinct	22.647962838726443
ERR4303148bin.1	B06	35	standard	101.81660690881517
ERR4303148bin.1	D01	7	distinct	0
ERR4303148bin.1	D01	7	standard	0
ERR4303148bin.1	D01	21	distinct	0
ERR4303148bin.1	D01	21	standard	0
ERR4303148bin.1	D01	35	distinct	0
ERR4303148bin.1	D01	35	standard	0
ERR4303148bin.1	D06	7	distinct	0.02793744154994061
ERR4303148bin.1	D06	7	standard	0.02489438653868226
ERR4303148bin.1	D06	21	distinct	0.544739484603918
ERR4303148bin.1	D06	21	standard	0
ERR4303148bin.1	D06	35	distinct	3.2636056291779822
ERR4303148bin.1	D06	35	standard	17.214140549414967
ERR4303148bin.29	B03	7	distinct	0
ERR4303148bin.29	B03	7	standard	0
ERR4303148bin.29	B03	21	distinct	0.24136092148330565
ERR4303148bin.29	B03	21	standard	0.7113647715373431
ERR4303148bin.29	B03	35	distinct	1.9197430157964226
ERR4303148bin.29	B03	35	standard	1.6938436665338392
ERR4303148bin.29	B06	7	distinct	0
ERR4303148bin.29	B06	7	standard	0.0032293288334315465
ERR4303148bin.29	B06	21	distinct	0.23581808271615473
ERR4303148bin.29	B06	21	standard	0.6265175965488019
ERR4303148bin.29	B06	35	distinct	2.1845890986180434
ERR4303148bin.29	B06	35	standard	1.9437658164521319
ERR4303148bin.29	D01	7	distinct	0
ERR4303148bin.29	D01	7	standard	0
ERR4303148bin.29	D01	21	distinct	0
ERR4303148bin.29	D01	21	standard	0
ERR4303148bin.29	D01	35	distinct	0
ERR4303148bin.29	D01	35	standard	0
ERR4303148bin.29	D06	7	distinct	0
ERR4303148bin.29	D06	7	standard	0
ERR4303148bin.29	D06	21	distinct	0.019972206978399222
ERR4303148bin.29	D06	21	standard	0.09623298170172613
ERR4303148bin.29	D06	35	distinct	0.6189469732122997
ERR4303148bin.29	D06	35	standard	0.7156524815958589
ERR4303149bin.21	B03	7	distinct	0.18050450085335015
ERR4303149bin.21	B03	7	standard	0.11421020863919823
ERR4303149bin.21	B03	21	distinct	0.21002931738783426
ERR4303149bin.21	B03	21	standard	0
ERR4303149bin.21	B03	35	distinct	0.15346782169317685
ERR4303149bin.21	B03	35	standard	24.819643123484312
ERR4303149bin.21	B06	7	distinct	0
ERR4303149bin.21	B06	7	standard	0
ERR4303149bin.21	B06	21	distinct	0
ERR4303149bin.21	B06	21	standard	0
ERR4303149bin.21	B06	35	distinct	0
ERR4303149bin.21	B06	35	standard	0
ERR4303149bin.21	D01	7	distinct	0
ERR4303149bin.21	D01	7	standard	0
ERR4303149bin.21	D01	21	distinct	0
ERR4303149bin.21	D01	21	standard	0
ERR4303149bin.21	D01	35	distinct	0
ERR4303149bin.21	D01	35	standard	0
ERR4303149bin.21	D06	7	distinct	0.05986594617844412
ERR4303149bin.21	D06	7	standard	0.056370336916082495
ERR4303149bin.21	D06	21	distinct	0.132268320932695
ERR4303149bin.21	D06	21	standard	0
ERR4303149bin.21	D06	35	distinct	0.17935738503529638
ERR4303149bin.21	D06	35	standard	16.906068935002786
ERR4303149bin.27	B03	7	distinct	0
ERR4303149bin.27	B03	7	standard	0.002903879771508278
ERR4303149bin.27	B03	21	distinct	0
ERR4303149bin.27	B03	21	standard	1.3243795514709573
ERR4303149bin.27	B03	35	distinct	0.2755166702173789
ERR4303149bin.27	B03	35	standard	2.0235352236729973
ERR4303149bin.27	B06	7	distinct	0.401133992472276
ERR4303149bin.27	B06	7	standard	16.300374936165404
ERR4303149bin.27	B06	21	distinct	10.322155366843456
ERR4303149bin.27	B06	21	standard	32.66621944668513
ERR4303149bin.27	B06	35	distinct	7.780040261579015
ERR4303149bin.27	B06	35	standard	53.9704960057722
ERR4303149bin.27	D01	7	distinct	0
ERR4303149bin.27	D01	7	standard	0.14289857911484843
ERR4303149bin.27	D01	21	distinct	0.01538939584983891
ERR4303149bin.27	D01	21	standard	1.4345308648068804
ERR4303149bin.27	D01	35	distinct	0.35416203644962085
ERR4303149bin.27	D01	35	standard	4.417549735914216
ERR4303149bin.27	D06	7	distinct	0
ERR4303149bin.27	D06	7	standard	0.009679404033889075
ERR4303149bin.27	D06	21	distinct	0.008134142848599335
ERR4303149bin.27	D06	21	standard	0.2753663655990037
ERR4303149bin.27	D06	35	distinct	0.1821051983412647
ERR4303149bin.27	D06	35	standard	0.9659307568088312
ERR4303149bin.29	B03	7	distinct	0.017954933196628532
ERR4303149bin.29	B03	7	standard	0
ERR4303149bin.29	B03	21	distinct	0
ERR4303149bin.29	B03	21	standard	0.23480889828168486
ERR4303149bin.29	B03	35	distinct	0.08306911867641022
ERR4303149bin.29	B03	35	standard	0.4081191569836109
ERR4303149bin.29	B06	7	distinct	0.18007441405273436
ERR4303149bin.29	B06	7	standard	0.09818693498174436
ERR4303149bin.29	B06	21	distinct	0.01798065889090179
ERR4303149bin.29	B06	21	standard	0.5987259525334643
ERR4303149bin.29	B06	35	distinct	0.8257393306965799
ERR4303149bin.29	B06	35	standard	2.115722850861312
ERR4303149bin.29	D01	7	distinct	0
ERR4303149bin.29	D01	7	standard	0
ERR4303149bin.29	D01	21	distinct	0
ERR4303149bin.29	D01	21	standard	0
ERR4303149bin.29	D01	35	distinct	0
ERR4303149bin.29	D01	35	standard	0
ERR4303149bin.29	D06	7	distinct	0
ERR4303149bin.29	D06	7	standard	0.007025489724793656
ERR4303149bin.29	D06	21	distinct	0
ERR4303149bin.29	D06	21	standard	0.011859102355722873
ERR4303149bin.29	D06	35	distinct	0.02770885922217597
ERR4303149bin.29	D06	35	standard	0.048281435586780407
ERR4303149bin.36	B03	7	distinct	0
ERR4303149bin.36	B03	7	standard	0
ERR4303149bin.36	B03	21	distinct	0.05105504629542398
ERR4303149bin.36	B03	21	standard	0.05329562863737228
ERR4303149bin.36	B03	35	distinct	0.007050873736293048
ERR4303149bin.36	B03	35	standard	0.1423502242666787
ERR4303149bin.36	B06	7	distinct	0.001657086969175535
ERR4303149bin.36	B06	7	standard	0.002851037425269769
ERR4303149bin.36	B06	21	distinct	0.14308189976645608
ERR4303149bin.36	B06	21	standard	0.2613083074859889
ERR4303149bin.36	B06	35	distinct	0.029786681233096846
ERR4303149bin.36	B06	35	standard	0.37116260273534196
ERR4303149bin.36	D01	7	distinct	0
ERR4303149bin.36	D01	7	standard	0
ERR4303149bin.36	D01	21	distinct	0
ERR4303149bin.36	D01	21	standard	0
ERR4303149bin.36	D01	35	distinct	0
ERR4303149bin.36	D01	35	standard	0
ERR4303149bin.36	D06	7	distinct	0
ERR4303149bin.36	D06	7	standard	0
ERR4303149bin.36	D06	21	distinct	0
ERR4303149bin.36	D06	21	standard	0
ERR4303149bin.36	D06	35	distinct	0
ERR4303149bin.36	D06	35	standard	0
ERR4303150bin.25	B03	7	distinct	0.8633590092251671
ERR4303150bin.25	B03	7	standard	4.242031824959659
ERR4303150bin.25	B03	21	distinct	0.14687528882223888
ERR4303150bin.25	B03	21	standard	1.0201894522518153
ERR4303150bin.25	B03	35	distinct	0.167209505411997
ERR4303150bin.25	B03	35	standard	0.6161088047923919
ERR4303150bin.25	B06	7	distinct	8.329062553403045
ERR4303150bin.25	B06	7	standard	49.87120070492285
ERR4303150bin.25	B06	21	distinct	3.5735516109851404
ERR4303150bin.25	B06	21	standard	13.384281347396655
ERR4303150bin.25	B06	35	distinct	3.045835198040778
ERR4303150bin.25	B06	35	standard	9.123717047597378
ERR4303150bin.25	D01	7	distinct	20.62131739242229
ERR4303150bin.25	D01	7	standard	23.37322323895996
ERR4303150bin.25	D01	21	distinct	5.549098044153782
ERR4303150bin.25	D01	21	standard	21.4399511605831
ERR4303150bin.25	D01	35	distinct	4.771758186295879
ERR4303150bin.25	D01	35	standard	14.048821004018503
ERR4303150bin.25	D06	7	distinct	0.85996273572446
ERR4303150bin.25	D06	7	standard	6.952295401843924
ERR4303150bin.25	D06	21	distinct	0.3978711519539148
ERR4303150bin.25	D06	21	standard	2.1951969281234005
ERR4303150bin.25	D06	35	distinct	0.2426592935865999
ERR4303150bin.25	D06	35	standard	1.231493467178936
ERR4303150bin.41	B03	7	distinct	0.18639287175579727
ERR4303150bin.41	B03	7	standard	0.9487210005251141
ERR4303150bin.41	B03	21	distinct	3.6844442266079533
ERR4303150bin.41	B03	21	standard	0.7179712790954363
ERR4303150bin.41	B03	35	distinct	1.7456507554850902
ERR4303150bin.41	B03	35	standard	2.405677036677343
ERR4303150bin.41	B06	7	distinct	2.567234348495214
