MAG	Function	sampling_time	enterotype	mean_value
ERR4304450bin.12	B03	35	standard	0.9230560907124203
ERR4304450bin.12	B06	7	distinct	20.5679468905367
ERR4304450bin.12	B06	7	standard	14.837035945229461
ERR4304450bin.12	B06	21	distinct	2.378260307781145
ERR4304450bin.12	B06	21	standard	6.9761964468432875
ERR4304450bin.12	B06	35	distinct	1.524359321008579
ERR4304450bin.12	B06	35	standard	2.5857750000956936
ERR4304450bin.12	D01	7	distinct	0
ERR4304450bin.12	D01	7	standard	0
ERR4304450bin.12	D01	21	distinct	0
ERR4304450bin.12	D01	21	standard	0
ERR4304450bin.12	D01	35	distinct	0
ERR4304450bin.12	D01	35	standard	0
ERR4304450bin.12	D06	7	distinct	9.44500502167325
ERR4304450bin.12	D06	7	standard	1.1146479454161813
ERR4304450bin.12	D06	21	distinct	0.8492568141866839
ERR4304450bin.12	D06	21	standard	1.4377608575842764
ERR4304450bin.12	D06	35	distinct	0.13409714193994046
ERR4304450bin.12	D06	35	standard	0.3404586245363623
ERR4304450bin.39	B03	7	distinct	0
ERR4304450bin.39	B03	7	standard	0
ERR4304450bin.39	B03	21	distinct	0
ERR4304450bin.39	B03	21	standard	0
ERR4304450bin.39	B03	35	distinct	0
ERR4304450bin.39	B03	35	standard	0
ERR4304450bin.39	B06	7	distinct	0
ERR4304450bin.39	B06	7	standard	0
ERR4304450bin.39	B06	21	distinct	0.043251274363570666
ERR4304450bin.39	B06	21	standard	0.60821835812231
ERR4304450bin.39	B06	35	distinct	0.038309072131453806
ERR4304450bin.39	B06	35	standard	0.18104911672607713
ERR4304450bin.39	D01	7	distinct	0
ERR4304450bin.39	D01	7	standard	0
ERR4304450bin.39	D01	21	distinct	0
ERR4304450bin.39	D01	21	standard	0
ERR4304450bin.39	D01	35	distinct	0
ERR4304450bin.39	D01	35	standard	0
ERR4304450bin.39	D06	7	distinct	0
ERR4304450bin.39	D06	7	standard	0
ERR4304450bin.39	D06	21	distinct	0
ERR4304450bin.39	D06	21	standard	0
ERR4304450bin.39	D06	35	distinct	0
ERR4304450bin.39	D06	35	standard	0
ERR4304450bin.42	B03	7	distinct	0.848884778062818
ERR4304450bin.42	B03	7	standard	2.336223640658308
ERR4304450bin.42	B03	21	distinct	0.1107695393750527
ERR4304450bin.42	B03	21	standard	0.1211923796003182
ERR4304450bin.42	B03	35	distinct	0.04161451858829179
ERR4304450bin.42	B03	35	standard	0.011167551087350616
ERR4304450bin.42	B06	7	distinct	2.426015509275198
ERR4304450bin.42	B06	7	standard	7.973174303522831
ERR4304450bin.42	B06	21	distinct	0.47477648317293897
ERR4304450bin.42	B06	21	standard	0.7546433202219418
ERR4304450bin.42	B06	35	distinct	0.21573531989784397
ERR4304450bin.42	B06	35	standard	0.10122142834490072
ERR4304450bin.42	D01	7	distinct	0
ERR4304450bin.42	D01	7	standard	0
ERR4304450bin.42	D01	21	distinct	0
ERR4304450bin.42	D01	21	standard	0
ERR4304450bin.42	D01	35	distinct	0
ERR4304450bin.42	D01	35	standard	0
ERR4304450bin.42	D06	7	distinct	1.1303658429571934
ERR4304450bin.42	D06	7	standard	1.9800098882307517
ERR4304450bin.42	D06	21	distinct	0.09193809352898118
ERR4304450bin.42	D06	21	standard	0.18842453129409834
ERR4304450bin.42	D06	35	distinct	0.013118128907330502
ERR4304450bin.42	D06	35	standard	0.005792697980055887
ERR4304450bin.52	B03	7	distinct	0
ERR4304450bin.52	B03	7	standard	0.02793447170434082
ERR4304450bin.52	B03	21	distinct	0.06875493500250374
ERR4304450bin.52	B03	21	standard	0.04357464651976038
ERR4304450bin.52	B03	35	distinct	0.007754568796950078
ERR4304450bin.52	B03	35	standard	0
ERR4304450bin.52	B06	7	distinct	0
ERR4304450bin.52	B06	7	standard	0.05325839732916242
ERR4304450bin.52	B06	21	distinct	0.1697296455395628
ERR4304450bin.52	B06	21	standard	0.23904709287665635
ERR4304450bin.52	B06	35	distinct	0.007687346011854359
ERR4304450bin.52	B06	35	standard	0.04709007066626401
ERR4304450bin.52	D01	7	distinct	0
ERR4304450bin.52	D01	7	standard	0
ERR4304450bin.52	D01	21	distinct	0
ERR4304450bin.52	D01	21	standard	0
ERR4304450bin.52	D01	35	distinct	0
ERR4304450bin.52	D01	35	standard	0
ERR4304450bin.52	D06	7	distinct	0
ERR4304450bin.52	D06	7	standard	0
ERR4304450bin.52	D06	21	distinct	0
ERR4304450bin.52	D06	21	standard	0
ERR4304450bin.52	D06	35	distinct	0
ERR4304450bin.52	D06	35	standard	0
ERR4304450bin.54	B03	7	distinct	0.046762379379728596
ERR4304450bin.54	B03	7	standard	0
ERR4304450bin.54	B03	21	distinct	0.2310490216335532
ERR4304450bin.54	B03	21	standard	0.3325240313665662
ERR4304450bin.54	B03	35	distinct	0
ERR4304450bin.54	B03	35	standard	0.0816971924584622
ERR4304450bin.54	B06	7	distinct	0
ERR4304450bin.54	B06	7	standard	0.01160008909903699
ERR4304450bin.54	B06	21	distinct	0.7628488417020131
ERR4304450bin.54	B06	21	standard	0.7039497624738044
ERR4304450bin.54	B06	35	distinct	0
ERR4304450bin.54	B06	35	standard	0.1450834933719932
ERR4304450bin.54	D01	7	distinct	0
ERR4304450bin.54	D01	7	standard	0
ERR4304450bin.54	D01	21	distinct	0.13896452512480556
ERR4304450bin.54	D01	21	standard	0.015768346645930395
ERR4304450bin.54	D01	35	distinct	0.007304216747081419
ERR4304450bin.54	D01	35	standard	0.12690761078538362
ERR4304450bin.54	D06	7	distinct	0
ERR4304450bin.54	D06	7	standard	0
ERR4304450bin.54	D06	21	distinct	0.1829765553303072
ERR4304450bin.54	D06	21	standard	0.11063305734573065
ERR4304450bin.54	D06	35	distinct	0.006838846223361694
ERR4304450bin.54	D06	35	standard	0.020808695407979645
ERR4304450bin.57	B03	7	distinct	0.17654779313900584
ERR4304450bin.57	B03	7	standard	0.2194844246817478
ERR4304450bin.57	B03	21	distinct	0.08701723678327274
ERR4304450bin.57	B03	21	standard	0.036481026420828636
ERR4304450bin.57	B03	35	distinct	0.05308992711944198
ERR4304450bin.57	B03	35	standard	0.14640605434228074
ERR4304450bin.57	B06	7	distinct	0.7155508727071889
ERR4304450bin.57	B06	7	standard	1.088639144828663
ERR4304450bin.57	B06	21	distinct	0.43634939322286265
ERR4304450bin.57	B06	21	standard	0.3510720043871089
ERR4304450bin.57	B06	35	distinct	0.2292384503077298
ERR4304450bin.57	B06	35	standard	0.40861267246561295
ERR4304450bin.57	D01	7	distinct	0.11273258229680504
ERR4304450bin.57	D01	7	standard	0.059874429155866736
ERR4304450bin.57	D01	21	distinct	0.014108878985645036
ERR4304450bin.57	D01	21	standard	0
ERR4304450bin.57	D01	35	distinct	0.05282621609391067
ERR4304450bin.57	D01	35	standard	0.11526924321631465
ERR4304450bin.57	D06	7	distinct	0.07876403415104316
ERR4304450bin.57	D06	7	standard	0.044937251983886053
ERR4304450bin.57	D06	21	distinct	0.019135927343973447
ERR4304450bin.57	D06	21	standard	0.056003600475608394
ERR4304450bin.57	D06	35	distinct	0.02328487149282906
ERR4304450bin.57	D06	35	standard	0.04124069761804949
ERR4304450bin.64	B03	7	distinct	0.673171621637035
ERR4304450bin.64	B03	7	standard	0.4374287003460635
ERR4304450bin.64	B03	21	distinct	0.09856234501261742
ERR4304450bin.64	B03	21	standard	0.1655803247862921
ERR4304450bin.64	B03	35	distinct	0.12816671042215663
ERR4304450bin.64	B03	35	standard	0.1080163987585998
ERR4304450bin.64	B06	7	distinct	24.210388652296547
ERR4304450bin.64	B06	7	standard	20.734536093935148
ERR4304450bin.64	B06	21	distinct	3.0297297596964885
ERR4304450bin.64	B06	21	standard	5.728499881797532
ERR4304450bin.64	B06	35	distinct	3.29912827128677
ERR4304450bin.64	B06	35	standard	4.506521245739898
ERR4304450bin.64	D01	7	distinct	0
ERR4304450bin.64	D01	7	standard	0
ERR4304450bin.64	D01	21	distinct	0
ERR4304450bin.64	D01	21	standard	0
ERR4304450bin.64	D01	35	distinct	0
ERR4304450bin.64	D01	35	standard	0
ERR4304450bin.64	D06	7	distinct	0.018349877332924543
ERR4304450bin.64	D06	7	standard	0.05247110442300938
ERR4304450bin.64	D06	21	distinct	0.05031697012936437
ERR4304450bin.64	D06	21	standard	0.28462599466734384
ERR4304450bin.64	D06	35	distinct	0.0030459324804331285
ERR4304450bin.64	D06	35	standard	0.09240903263476674
ERR4304450bin.69	B03	7	distinct	17.923114764586405
ERR4304450bin.69	B03	7	standard	19.78626940694691
ERR4304450bin.69	B03	21	distinct	3.129033750433242
ERR4304450bin.69	B03	21	standard	7.592207544063388
ERR4304450bin.69	B03	35	distinct	0.8739701235706543
ERR4304450bin.69	B03	35	standard	5.0191878197502575
ERR4304450bin.69	B06	7	distinct	54.668735398299155
ERR4304450bin.69	B06	7	standard	48.658730345112836
ERR4304450bin.69	B06	21	distinct	7.00186985557232
ERR4304450bin.69	B06	21	standard	14.393343831578122
ERR4304450bin.69	B06	35	distinct	2.252021938040506
ERR4304450bin.69	B06	35	standard	10.795434299931499
ERR4304450bin.69	D01	7	distinct	0
ERR4304450bin.69	D01	7	standard	0
ERR4304450bin.69	D01	21	distinct	0
ERR4304450bin.69	D01	21	standard	0
ERR4304450bin.69	D01	35	distinct	0
ERR4304450bin.69	D01	35	standard	0
ERR4304450bin.69	D06	7	distinct	21.123998220784376
ERR4304450bin.69	D06	7	standard	22.906287648362163
ERR4304450bin.69	D06	21	distinct	3.450421134255644
ERR4304450bin.69	D06	21	standard	6.46775808858334
ERR4304450bin.69	D06	35	distinct	0.9547340456327927
ERR4304450bin.69	D06	35	standard	4.5024993694210025
ERR4304450bin.81	B03	7	distinct	11.235162116172546
ERR4304450bin.81	B03	7	standard	6.067427649985186
ERR4304450bin.81	B03	21	distinct	2.307366915705945
ERR4304450bin.81	B03	21	standard	2.378584968161203
ERR4304450bin.81	B03	35	distinct	0.5770165911179029
ERR4304450bin.81	B03	35	standard	2.638352000670354
ERR4304450bin.81	B06	7	distinct	24.814868187463947
ERR4304450bin.81	B06	7	standard	24.84208516307857
ERR4304450bin.81	B06	21	distinct	7.302305412344862
ERR4304450bin.81	B06	21	standard	18.417304177130386
ERR4304450bin.81	B06	35	distinct	2.544053852623004
ERR4304450bin.81	B06	35	standard	15.810093860673977
ERR4304450bin.81	D01	7	distinct	3.102488399649768
ERR4304450bin.81	D01	7	standard	2.7898047485265223
ERR4304450bin.81	D01	21	distinct	2.363793825641124
ERR4304450bin.81	D01	21	standard	3.925771510648756
ERR4304450bin.81	D01	35	distinct	0.685124790113037
ERR4304450bin.81	D01	35	standard	4.2248054414859
ERR4304450bin.81	D06	7	distinct	0.8376268854694408
ERR4304450bin.81	D06	7	standard	0.9501855001375816
ERR4304450bin.81	D06	21	distinct	0.4557618369602462
ERR4304450bin.81	D06	21	standard	1.1308626736239866
ERR4304450bin.81	D06	35	distinct	0.14387547739588905
ERR4304450bin.81	D06	35	standard	1.0657125000882828
ERR4304451bin.12	B03	7	distinct	2.116123181177606
ERR4304451bin.12	B03	7	standard	1.8493929284303405
ERR4304451bin.12	B03	21	distinct	0.6512120287676589
ERR4304451bin.12	B03	21	standard	1.2165425580701923
ERR4304451bin.12	B03	35	distinct	0.6039254175861436
ERR4304451bin.12	B03	35	standard	0.7559618486364105
ERR4304451bin.12	B06	7	distinct	17.347010030028773
ERR4304451bin.12	B06	7	standard	6.734235707972035
ERR4304451bin.12	B06	21	distinct	3.840614809209666
ERR4304451bin.12	B06	21	standard	3.9941592582848164
ERR4304451bin.12	B06	35	distinct	5.137388910129362
ERR4304451bin.12	B06	35	standard	5.284736961466885
ERR4304451bin.12	D01	7	distinct	15.58489268611876
ERR4304451bin.12	D01	7	standard	8.501601094883199
ERR4304451bin.12	D01	21	distinct	2.275848037274114
ERR4304451bin.12	D01	21	standard	3.232450481556956
ERR4304451bin.12	D01	35	distinct	0.28215752479582523
ERR4304451bin.12	D01	35	standard	2.891718684757181
ERR4304451bin.12	D06	7	distinct	2.961168194157584
ERR4304451bin.12	D06	7	standard	2.4392037978966585
ERR4304451bin.12	D06	21	distinct	0.22197933817502227
ERR4304451bin.12	D06	21	standard	0.6457347107968957
ERR4304451bin.12	D06	35	distinct	0.2612745053040118
ERR4304451bin.12	D06	35	standard	0.6223366704987202
ERR4304451bin.13	B03	7	distinct	0
ERR4304451bin.13	B03	7	standard	0
ERR4304451bin.13	B03	21	distinct	0.016722594342600754
ERR4304451bin.13	B03	21	standard	0.0028869678326232814
ERR4304451bin.13	B03	35	distinct	0
ERR4304451bin.13	B03	35	standard	0
ERR4304451bin.13	B06	7	distinct	1.399222575724944
ERR4304451bin.13	B06	7	standard	0.28731316189487227
ERR4304451bin.13	B06	21	distinct	0.29081630157098615
ERR4304451bin.13	B06	21	standard	0.5601418573941774
ERR4304451bin.13	B06	35	distinct	0.2681845210114543
ERR4304451bin.13	B06	35	standard	0.3037867772628427
ERR4304451bin.13	D01	7	distinct	0
ERR4304451bin.13	D01	7	standard	0
ERR4304451bin.13	D01	21	distinct	0
ERR4304451bin.13	D01	21	standard	0
ERR4304451bin.13	D01	35	distinct	0
ERR4304451bin.13	D01	35	standard	0
ERR4304451bin.13	D06	7	distinct	0
ERR4304451bin.13	D06	7	standard	0.1300466846214486
ERR4304451bin.13	D06	21	distinct	0.09793491433821973
ERR4304451bin.13	D06	21	standard	0.2130079920219688
ERR4304451bin.13	D06	35	distinct	0.003947239908200311
ERR4304451bin.13	D06	35	standard	0.04516747488431526
ERR4304451bin.35	B03	7	distinct	0.13139005638591217
ERR4304451bin.35	B03	7	standard	0.1833093767355432
ERR4304451bin.35	B03	21	distinct	0.46410060414255055
ERR4304451bin.35	B03	21	standard	0.14813540403907194
ERR4304451bin.35	B03	35	distinct	0.06217335766398837
ERR4304451bin.35	B03	35	standard	0.28736448438928336
ERR4304451bin.35	B06	7	distinct	0.39757815405157987
ERR4304451bin.35	B06	7	standard	0.2730659583527468
ERR4304451bin.35	B06	21	distinct	0.7663661224714051
ERR4304451bin.35	B06	21	standard	0.6340499356286721
ERR4304451bin.35	B06	35	distinct	0.21310399866807844
ERR4304451bin.35	B06	35	standard	0.42703422627677423
ERR4304451bin.35	D01	7	distinct	2.415776331657569
ERR4304451bin.35	D01	7	standard	1.6474590865351362
ERR4304451bin.35	D01	21	distinct	0.3408054559499792
ERR4304451bin.35	D01	21	standard	0.5195173659341477
ERR4304451bin.35	D01	35	distinct	0.18344782150082567
ERR4304451bin.35	D01	35	standard	0.17056292566701312
ERR4304451bin.35	D06	7	distinct	0.019388749269460888
ERR4304451bin.35	D06	7	standard	0.028046646584584705
ERR4304451bin.35	D06	21	distinct	0.11259433344638703
ERR4304451bin.35	D06	21	standard	0.05264772532001522
ERR4304451bin.35	D06	35	distinct	0.033033201305282665
ERR4304451bin.35	D06	35	standard	0.06559129275382086
ERR4304451bin.39	B03	7	distinct	0
ERR4304451bin.39	B03	7	standard	0.5303423393855378
ERR4304451bin.39	B03	21	distinct	0.008594516903271055
ERR4304451bin.39	B03	21	standard	0.056983997567464084
ERR4304451bin.39	B03	35	distinct	0.003311768013749333
ERR4304451bin.39	B03	35	standard	0.1486067695487098
ERR4304451bin.39	B06	7	distinct	0.23556824063333404
ERR4304451bin.39	B06	7	standard	2.9906884318446143
ERR4304451bin.39	B06	21	distinct	0.28542931535712707
ERR4304451bin.39	B06	21	standard	0.24385163109702893
ERR4304451bin.39	B06	35	distinct	0.08794755208950673
ERR4304451bin.39	B06	35	standard	1.3299765809759105
ERR4304451bin.39	D01	7	distinct	0
ERR4304451bin.39	D01	7	standard	0.6564562586984469
ERR4304451bin.39	D01	21	distinct	0
ERR4304451bin.39	D01	21	standard	0.12475216206551311
ERR4304451bin.39	D01	35	distinct	0.10848470208248824
ERR4304451bin.39	D01	35	standard	0.18114461593950432
ERR4304451bin.39	D06	7	distinct	0.009565032145853575
ERR4304451bin.39	D06	7	standard	0.8332808865511956
ERR4304451bin.39	D06	21	distinct	0.06677883618687262
ERR4304451bin.39	D06	21	standard	0.10433734294521588
ERR4304451bin.39	D06	35	distinct	0.04197176846718757
ERR4304451bin.39	D06	35	standard	0.3292132134595458
ERR4304451bin.41	B03	7	distinct	22.9742950888774
ERR4304451bin.41	B03	7	standard	27.586859372214036
ERR4304451bin.41	B03	21	distinct	11.655052909170562
ERR4304451bin.41	B03	21	standard	26.410566592533
ERR4304451bin.41	B03	35	distinct	5.2794783209333795
ERR4304451bin.41	B03	35	standard	22.88596587486281
ERR4304451bin.41	B06	7	distinct	31.832783093086764
ERR4304451bin.41	B06	7	standard	43.64151181383421
ERR4304451bin.41	B06	21	distinct	22.2972441055501
ERR4304451bin.41	B06	21	standard	45.46459756588627
ERR4304451bin.41	B06	35	distinct	12.708001693587704
ERR4304451bin.41	B06	35	standard	39.225654813314726
ERR4304451bin.41	D01	7	distinct	0
ERR4304451bin.41	D01	7	standard	0
ERR4304451bin.41	D01	21	distinct	0
ERR4304451bin.41	D01	21	standard	0
ERR4304451bin.41	D01	35	distinct	0
ERR4304451bin.41	D01	35	standard	0
ERR4304451bin.41	D06	7	distinct	23.107938420895653
ERR4304451bin.41	D06	7	standard	35.939668931952
ERR4304451bin.41	D06	21	distinct	10.030123573157676
ERR4304451bin.41	D06	21	standard	26.269244559053995
ERR4304451bin.41	D06	35	distinct	4.620064893477172
ERR4304451bin.41	D06	35	standard	20.499645258898525
ERR4304451bin.49	B03	7	distinct	0.301253073289546
ERR4304451bin.49	B03	7	standard	2.9192283691540797
ERR4304451bin.49	B03	21	distinct	0.5135695784370018
ERR4304451bin.49	B03	21	standard	2.304727049672415
ERR4304451bin.49	B03	35	distinct	0.024915967499883677
ERR4304451bin.49	B03	35	standard	1.4615346797777367
ERR4304451bin.49	B06	7	distinct	0.8741208107443581
ERR4304451bin.49	B06	7	standard	5.578328748729172
ERR4304451bin.49	B06	21	distinct	1.1298070048221112
ERR4304451bin.49	B06	21	standard	3.8165895325123387
ERR4304451bin.49	B06	35	distinct	0.2271002146817928
ERR4304451bin.49	B06	35	standard	1.8672567034363958
ERR4304451bin.49	D01	7	distinct	0.05268203263703082
ERR4304451bin.49	D01	7	standard	2.263439196927121
ERR4304451bin.49	D01	21	distinct	0.4746970618811347
ERR4304451bin.49	D01	21	standard	1.6380797375213767
ERR4304451bin.49	D01	35	distinct	0.08103461820776825
ERR4304451bin.49	D01	35	standard	0.7659307269555304
ERR4304451bin.49	D06	7	distinct	0.393167264171351
ERR4304451bin.49	D06	7	standard	2.3060194512730914
ERR4304451bin.49	D06	21	distinct	0.24406712684624568
ERR4304451bin.49	D06	21	standard	0.923708039901399
ERR4304451bin.49	D06	35	distinct	0.030357536770064707
ERR4304451bin.49	D06	35	standard	0.3606474259183758
ERR4304451bin.5	B03	7	distinct	0
ERR4304451bin.5	B03	7	standard	0.006521805547904035
ERR4304451bin.5	B03	21	distinct	0.005878699577352099
ERR4304451bin.5	B03	21	standard	0.05561641040122712
ERR4304451bin.5	B03	35	distinct	0.007050873736293048
ERR4304451bin.5	B03	35	standard	0.013816520445576661
ERR4304451bin.5	B06	7	distinct	0
ERR4304451bin.5	B06	7	standard	0.02835601999337817
ERR4304451bin.5	B06	21	distinct	0.035728027251536836
ERR4304451bin.5	B06	21	standard	0.09921115874412732
ERR4304451bin.5	B06	35	distinct	0.025214520220220596
ERR4304451bin.5	B06	35	standard	0.02467609114774065
ERR4304451bin.5	D01	7	distinct	0
ERR4304451bin.5	D01	7	standard	0
ERR4304451bin.5	D01	21	distinct	0
ERR4304451bin.5	D01	21	standard	0
ERR4304451bin.5	D01	35	distinct	0
ERR4304451bin.5	D01	35	standard	0
ERR4304451bin.5	D06	7	distinct	0
ERR4304451bin.5	D06	7	standard	0
ERR4304451bin.5	D06	21	distinct	0
ERR4304451bin.5	D06	21	standard	0
ERR4304451bin.5	D06	35	distinct	0
ERR4304451bin.5	D06	35	standard	0
ERR4304451bin.56	B03	7	distinct	0
ERR4304451bin.56	B03	7	standard	0.06914809837762068
ERR4304451bin.56	B03	21	distinct	0.013745552332523212
ERR4304451bin.56	B03	21	standard	0.3581011071599469
ERR4304451bin.56	B03	35	distinct	0.013338778344410813
ERR4304451bin.56	B03	35	standard	0.03506602895946002
ERR4304451bin.56	B06	7	distinct	0.2332671592600658
ERR4304451bin.56	B06	7	standard	0.560138481800437
ERR4304451bin.56	B06	21	distinct	0.03533479952996725
ERR4304451bin.56	B06	21	standard	1.2860229439370297
ERR4304451bin.56	B06	35	distinct	0.07461728985725084
ERR4304451bin.56	B06	35	standard	0.2797633734339169
ERR4304451bin.56	D01	7	distinct	0
ERR4304451bin.56	D01	7	standard	0
ERR4304451bin.56	D01	21	distinct	0
ERR4304451bin.56	D01	21	standard	0
ERR4304451bin.56	D01	35	distinct	0
ERR4304451bin.56	D01	35	standard	0
ERR4304451bin.56	D06	7	distinct	0.011544108263730049
ERR4304451bin.56	D06	7	standard	0.1834232421118539
ERR4304451bin.56	D06	21	distinct	0.004287016051714884
ERR4304451bin.56	D06	21	standard	0.328735062794669
ERR4304451bin.56	D06	35	distinct	0
ERR4304451bin.56	D06	35	standard	0.14311476071271167
ERR4304451bin.59	B03	7	distinct	1.3923362953261766
ERR4304451bin.59	B03	7	standard	1.2717067936741424
ERR4304451bin.59	B03	21	distinct	0.804471939490539
ERR4304451bin.59	B03	21	standard	1.6488286664040133
ERR4304451bin.59	B03	35	distinct	1.9679696181421953
ERR4304451bin.59	B03	35	standard	3.1542288864830157
ERR4304451bin.59	B06	7	distinct	2.518354451785543
ERR4304451bin.59	B06	7	standard	3.6346201984090825
ERR4304451bin.59	B06	21	distinct	1.479183591716678
ERR4304451bin.59	B06	21	standard	3.7781857429422296
ERR4304451bin.59	B06	35	distinct	2.6015837749502477
ERR4304451bin.59	B06	35	standard	2.451801517747404
ERR4304451bin.59	D01	7	distinct	0
ERR4304451bin.59	D01	7	standard	0
ERR4304451bin.59	D01	21	distinct	0
ERR4304451bin.59	D01	21	standard	0
ERR4304451bin.59	D01	35	distinct	0
ERR4304451bin.59	D01	35	standard	0
ERR4304451bin.59	D06	7	distinct	3.9711727884087065
ERR4304451bin.59	D06	7	standard	3.369584054517736
ERR4304451bin.59	D06	21	distinct	1.161239030232119
ERR4304451bin.59	D06	21	standard	2.376453750781736
ERR4304451bin.59	D06	35	distinct	1.5972765108908575
ERR4304451bin.59	D06	35	standard	1.396329853204127
ERR4304451bin.67	B03	7	distinct	0.7283927888924322
ERR4304451bin.67	B03	7	standard	2.4957484922669315
ERR4304451bin.67	B03	21	distinct	0.37033003600984404
ERR4304451bin.67	B03	21	standard	0.8689485669182423
ERR4304451bin.67	B03	35	distinct	0.08854736688807131
ERR4304451bin.67	B03	35	standard	0.7378795730739661
ERR4304451bin.67	B06	7	distinct	15.48077496233889
ERR4304451bin.67	B06	7	standard	73.44855587492309
ERR4304451bin.67	B06	21	distinct	6.415620086159611
ERR4304451bin.67	B06	21	standard	12.660874712801338
ERR4304451bin.67	B06	35	distinct	0.9170306818093176
ERR4304451bin.67	B06	35	standard	8.31529487927966
ERR4304451bin.67	D01	7	distinct	0
ERR4304451bin.67	D01	7	standard	0
ERR4304451bin.67	D01	21	distinct	0
ERR4304451bin.67	D01	21	standard	0
ERR4304451bin.67	D01	35	distinct	0
ERR4304451bin.67	D01	35	standard	0
ERR4304451bin.67	D06	7	distinct	1.4074038363217505
ERR4304451bin.67	D06	7	standard	3.7786485001887815
ERR4304451bin.67	D06	21	distinct	0.47487637542601807
ERR4304451bin.67	D06	21	standard	1.1574658866037104
ERR4304451bin.67	D06	35	distinct	0.08213820576796771
ERR4304451bin.67	D06	35	standard	0.7169482628009809
ERR4304452bin.111	B03	7	distinct	0.13542283431627117
ERR4304452bin.111	B03	7	standard	0.4226578802177627
ERR4304452bin.111	B03	21	distinct	0.16722594342600755
ERR4304452bin.111	B03	21	standard	16.934080260862753
ERR4304452bin.111	B03	35	distinct	0.31107362400603233
ERR4304452bin.111	B03	35	standard	9.051413817311177
ERR4304452bin.111	B06	7	distinct	1.2285945867825518
ERR4304452bin.111	B06	7	standard	2.4779234781919537
ERR4304452bin.111	B06	21	distinct	0.6759083138661636
ERR4304452bin.111	B06	21	standard	168.9465521139741
ERR4304452bin.111	B06	35	distinct	1.0966103621139203
ERR4304452bin.111	B06	35	standard	80.1834050321431
ERR4304452bin.111	D01	7	distinct	0.14781422498978322
ERR4304452bin.111	D01	7	standard	0.13506623612944688
ERR4304452bin.111	D01	21	distinct	0.04515100472502204
ERR4304452bin.111	D01	21	standard	8.580489472221993
ERR4304452bin.111	D01	35	distinct	0.019143533498545733
ERR4304452bin.111	D01	35	standard	6.412025226054127
ERR4304452bin.111	D06	7	distinct	0
ERR4304452bin.111	D06	7	standard	0
ERR4304452bin.111	D06	21	distinct	0
ERR4304452bin.111	D06	21	standard	0
ERR4304452bin.111	D06	35	distinct	0
ERR4304452bin.111	D06	35	standard	0
ERR4304452bin.33	B03	7	distinct	0
ERR4304452bin.33	B03	7	standard	0
ERR4304452bin.33	B03	21	distinct	0
ERR4304452bin.33	B03	21	standard	0
ERR4304452bin.33	B03	35	distinct	0
ERR4304452bin.33	B03	35	standard	0
ERR4304452bin.33	B06	7	distinct	0
ERR4304452bin.33	B06	7	standard	0
ERR4304452bin.33	B06	21	distinct	0
ERR4304452bin.33	B06	21	standard	0
ERR4304452bin.33	B06	35	distinct	0.01022488194608732
ERR4304452bin.33	B06	35	standard	0.022115421510974637
ERR4304452bin.33	D01	7	distinct	0
ERR4304452bin.33	D01	7	standard	0
ERR4304452bin.33	D01	21	distinct	0
ERR4304452bin.33	D01	21	standard	0
ERR4304452bin.33	D01	35	distinct	0
ERR4304452bin.33	D01	35	standard	0
ERR4304452bin.33	D06	7	distinct	0
ERR4304452bin.33	D06	7	standard	0
ERR4304452bin.33	D06	21	distinct	0
ERR4304452bin.33	D06	21	standard	0
ERR4304452bin.33	D06	35	distinct	0
ERR4304452bin.33	D06	35	standard	0
ERR4304452bin.4	B03	7	distinct	0
ERR4304452bin.4	B03	7	standard	0
ERR4304452bin.4	B03	21	distinct	0
ERR4304452bin.4	B03	21	standard	0
ERR4304452bin.4	B03	35	distinct	0
ERR4304452bin.4	B03	35	standard	0
ERR4304452bin.4	B06	7	distinct	0
ERR4304452bin.4	B06	7	standard	0
ERR4304452bin.4	B06	21	distinct	0
ERR4304452bin.4	B06	21	standard	0
ERR4304452bin.4	B06	35	distinct	0.010870965041115867
ERR4304452bin.4	B06	35	standard	0.04826622789964887
ERR4304452bin.4	D01	7	distinct	0
ERR4304452bin.4	D01	7	standard	0
ERR4304452bin.4	D01	21	distinct	0
ERR4304452bin.4	D01	21	standard	0
ERR4304452bin.4	D01	35	distinct	0
ERR4304452bin.4	D01	35	standard	0
ERR4304452bin.4	D06	7	distinct	0
ERR4304452bin.4	D06	7	standard	0
ERR4304452bin.4	D06	21	distinct	0
ERR4304452bin.4	D06	21	standard	0
ERR4304452bin.4	D06	35	distinct	0.05133531695329094
ERR4304452bin.4	D06	35	standard	0.12889735876321373
ERR4304452bin.53	B03	7	distinct	0
ERR4304452bin.53	B03	7	standard	0.010825649932943063
ERR4304452bin.53	B03	21	distinct	0.014912595222432115
ERR4304452bin.53	B03	21	standard	0.07584842877163189
ERR4304452bin.53	B03	35	distinct	0.13647724973114236
ERR4304452bin.53	B03	35	standard	0.4674290677118787
ERR4304452bin.53	B06	7	distinct	0
ERR4304452bin.53	B06	7	standard	0
ERR4304452bin.53	B06	21	distinct	0.3235176673937369
ERR4304452bin.53	B06	21	standard	0.31939811975653104
ERR4304452bin.53	B06	35	distinct	0.5679854509322886
ERR4304452bin.53	B06	35	standard	1.669008921278256
ERR4304452bin.53	D01	7	distinct	0.013170508159257705
